playerId,match,inning,balls,runs,wicket,best bowling in match,eco,average,5w,10w
11077,36,35,649,884,31,011 / 5,8.17,28.52,1,0
13067,,,,,,,,,,
8107,,,,,,,,,,
10358,,,,,,,,,,
8119,6,6,140,228,7,26 / 2,9.77,32.57,0,0
6642,,,,,,,,,,
1114,102,41,522,647,20,21 / 3,7.44,32.35,0,0
2244,,,,,,,,,,
8424,,,,,,,,,,
7752,,,,,,,,,,
12951,,,,,,,,,,
8734,,,,,,,,,,
12315,,,,,,,,,,
9783,,,,,,,,,,
10324,,,,,,,,,,
14701,,,,,,,,,,
14964,,,,,,,,,,
12644,,,,,,,,,,
13173,,,,,,,,,,
13170,,,,,,,,,,
10394,12,11,228,398,7,33 / 3,10.47,56.86,0,0
6315,,,,,,,,,,
13172,,,,,,,,,,
10389,14,14,284,404,13,20 / 3,8.54,31.08,0,0
587,58,56,1123,1318,48,15 / 3,7.04,27.46,0,0
265,,,,,,,,,,
6692,49,42,649,854,33,24 / 3,7.9,25.88,0,0
11813,,,,,,,,,,
7736,67,56,891,1364,39,43 / 3,9.19,34.97,0,0
12926,6,6,135,132,2,18 / 1,5.87,66,0,0
10917,9,4,55,75,5,23 / 2,8.18,15,0,0
2276,51,49,1102,1105,52,012 / 4,6.02,21.25,0,0
576,125,9,68,113,1,22 / 1,9.97,113,0,0
9311,57,56,1229,1333,67,011 / 3,6.51,19.9,0,0
7915,,,,,,,,,,
657,101,63,856,1188,42,25 / 4,8.33,28.29,0,0
10744,,,,,,,,,,
12094,,,,,,,,,,
8808,19,19,395,461,16,009 / 3,7,28.81,0,0
11427,20,20,428,510,22,008 / 3,7.15,23.18,0,0
6326,74,12,118,164,6,16 / 2,8.34,27.33,0,0
14628,,,,,,,,,,
19027,,,,,,,,,,
1413,97,12,146,198,4,13 / 1,8.14,49.5,0,0
7662,87,59,804,1001,36,010 / 3,7.47,27.81,0,0
10808,5,5,120,209,5,22 / 1,10.45,41.8,0,0
8271,,,,,,,,,,
2258,,,,,,,,,,
13940,,,,,,,,,,
13217,,,,,,,,,,
2195,,,,,,,,,,
9647,58,50,869,1212,42,38 / 4,8.37,28.86,0,0
10738,61,61,1388,1418,109,003 / 5,6.13,13.01,2,0
11808,,,,,,,,,,
8733,,,,,,,,,,
8989,44,23,332,457,13,008 / 2,8.26,35.15,0,0
14659,4,4,96,108,4,17 / 2,6.75,27,0,0
