playerId,Match,Inning,Runs,Average,Strike Rate,Highest Score,hundreds,fifties,fours,sixes
13082,-,-,-,-,-,-,-,-,-,-
14690,-,-,-,-,-,-,-,-,-,-
11839,-,-,-,-,-,-,-,-,-,-
24276,-,-,-,-,-,-,-,-,-,-
14707,-,-,-,-,-,-,-,-,-,-
16235,-,-,-,-,-,-,-,-,-,-
13476,-,-,-,-,-,-,-,-,-,-
10839,-,-,-,-,-,-,-,-,-,-
16487,-,-,-,-,-,-,-,-,-,-
8261,7,4,19,19,82.61,14,0,0,2,0
14321,-,-,-,-,-,-,-,-,-,-
18787,-,-,-,-,-,-,-,-,-,-
14596,-,-,-,-,-,-,-,-,-,-
19302,-,-,-,-,-,-,-,-,-,-
14190,4,1,3,3,60,3,0,0,0,0
15137,-,-,-,-,-,-,-,-,-,-
10489,-,-,-,-,-,-,-,-,-,-
9451,-,-,-,-,-,-,-,-,-,-
13630,-,-,-,-,-,-,-,-,-,-
13063,-,-,-,-,-,-,-,-,-,-
19218,-,-,-,-,-,-,-,-,-,-
18698,-,-,-,-,-,-,-,-,-,-
14650,-,-,-,-,-,-,-,-,-,-
8923,-,-,-,-,-,-,-,-,-,-
13113,2,1,0,0,0,0,0,0,0,0
24271,-,-,-,-,-,-,-,-,-,-
9271,-,-,-,-,-,-,-,-,-,-
13230,-,-,-,-,-,-,-,-,-,-
10668,-,-,-,-,-,-,-,-,-,-
15484,-,-,-,-,-,-,-,-,-,-
8063,-,-,-,-,-,-,-,-,-,-
9601,-,-,-,-,-,-,-,-,-,-
10172,-,-,-,-,-,-,-,-,-,-
13186,-,-,-,-,-,-,-,-,-,-
7908,-,-,-,-,-,-,-,-,-,-
8083,-,-,-,-,-,-,-,-,-,-
8387,-,-,-,-,-,-,-,-,-,-
13962,-,-,-,-,-,-,-,-,-,-
13983,-,-,-,-,-,-,-,-,-,-
14175,-,-,-,-,-,-,-,-,-,-
11314,-,-,-,-,-,-,-,-,-,-
13939,-,-,-,-,-,-,-,-,-,-
13485,-,-,-,-,-,-,-,-,-,-
8876,-,-,-,-,-,-,-,-,-,-
10449,-,-,-,-,-,-,-,-,-,-
14666,-,-,-,-,-,-,-,-,-,-
18509,-,-,-,-,-,-,-,-,-,-
8262,-,-,-,-,-,-,-,-,-,-
