playerId,Player name,Mat,Inn,Runs,Avg,SR,HS,NO,100s,50s,4s,6s
11220.0,Alzarri Joseph,0,0,0,0,0,0,0,0,0,0,0
15452.0,Noor Ahmad,1,1,4,0.0,50.0,4,1,0,0,0,0
13750.0,Dominic Drakes,6,3,9,3.0,90.0,5,0,0,0,2,0
9838.0,Devon Conway,20,17,602,50.17,139.35,99,5,0,4,62,15
18504.0,Maheesh Theekshana,18,7,20,5.0,117.65,7,3,0,0,1,1
16458.0,Matheesha Pathirana,0,0,0,0,0,0,0,0,0,0,0
13184.0,Mukesh Choudhary,0,0,0,0,0,0,0,0,0,0,0
12805.0,Prashant Solanki,0,0,0,0,0,0,0,0,0,0,0
8651.0,Dwaine Pretorius,27,15,223,20.27,153.79,77,4,0,1,17,13
11445.0,Rovman Powell,42,33,685,26.35,141.82,107,7,1,4,43,43
6250.0,Mitchell Marsh	,38,36,896,30.9,125.31,77,7,0,6,72,35
12813.0,Abhijeet Tomar,0,0,0,0,0,0,0,0,0,0,0
9624.0,Baba Indrajith,0,0,0,0,0,0,0,0,0,0,0
1057.0,Tim Southee,91,36,249,11.32,142.29,39,14,0,0,16,16
9500.0,Chamika Karunaratne,25,21,159,14.45,110.42,24,10,0,0,6,8
8579.0,Evin Lewis,50,49,1423,30.28,155.52,125,2,2,10,106,110
8440.0,Kyle Mayers,10,9,214,26.75,146.58,55,1,0,1,19,14
18738.0,Karan Sharma,0,0,0,0,0,0,0,0,0,0,0
13907.0,Ayush Badoni,0,0,0,0,0,0,0,0,0,0,0
14504.0,Tilak Varma,0,0,0,0,0,0,0,0,0,0,0
12337.0,Ramandeep Singh,0,0,0,0,0,0,0,0,0,0,0
20538.0,Dewald Brevis,0,0,0,0,0,0,0,0,0,0,0
14190.0,Kumar Kartikeya Singh,0,0,0,0,0,0,0,0,0,0,0
7860.0,Tymal Mills,13,5,8,2.67,72.73,7,2,0,0,0,1
14595.0,Hrithik Shokeen,0,0,0,0,0,0,0,0,0,0,0
11054.0,Prerak Mankad,0,0,0,0,0,0,0,0,0,0,0
7869.0,Bhanuka Rajapaksa,21,18,350,23.33,134.62,77,3,0,2,27,19
10214.0,Jitesh Sharma,0,0,0,0,0,0,0,0,0,0,0
11215.0,Odean Smith,13,7,66,11.0,157.14,24,1,0,0,4,5
22601.0,Raj Bawa	,0,0,0,0,0,0,0,0,0,0,0
8616.0,Rishi Dhawan,1,1,1,0.0,50.0,1,1,0,0,0,0
9554.0,Rassie van der Dussen,39,35,1030,38.15,130.38,94,8,0,7,64,45
14336.0,Kuldeep Sen,0,0,0,0,0,0,0,0,0,0,0
11221.0,Obed McCoy,16,6,36,9.0,138.46,23,2,0,0,3,3
12639.0,Tejas Baroka,0,0,0,0,0,0,0,0,0,0,0
10353.0,KC Cariappa,0,0,0,0,0,0,0,0,0,0,0
10713.0,Daryl Mitchell,27,25,411,20.55,132.15,72,5,0,1,35,14
11172.0,Finn Allen ,8,8,192,24.0,176.15,71,0,0,1,23,10
14726.0,Akash Deep,0,0,0,0,0,0,0,0,0,0,0
6592.0,David Willey,34,22,215,16.54,135.22,33,9,0,0,13,13
9582.0,Aiden Markram,20,18,588,39.2,147.0,70,3,0,6,45,28
19027.0,Umran Malik,3,0,0,0,0,0,0,0,0,0,0
13646.0,Romario Shepherd,20,7,149,37.25,150.51,44,3,0,0,6,13
8136.0,Sean Abbott,8,3,17,8.5,100.0,12,1,0,0,1,1
