playerId,Player name,2022,2021,2020,2019,2018,2017,2016,2015,2014
10738,Rashid Khan,150.0,90.0,90.0,90.0,90.0,40.0,0.0,0.0,0.0
11631,Sanjay Yadav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9572,Billy Stanlake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6326,Kane Williamson,140.0,30.0,30.0,30.0,30.0,6.0,6.0,6.0,0.0
10213,Virat Singh,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8204,Vijay Shankar,32.0,32.0,32.0,32.0,3.5,3.5,0.0,1.0,1.0
8356,Sandeep Sharma,30.0,30.0,30.0,30.0,8.5,8.5,8.5,8.5,8.5
1465,Wriddhiman Saha,0.0,12.0,12.0,12.0,50.0,22.0,22.0,22.0,22.0
13113,Prithvi Raj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10225,T Natarajan,40.0,4.0,4.0,4.0,4.0,30.0,0.0,0.0,0.0
3007,Mohammad Nabi,0.0,10.0,10.0,10.0,10.0,3.0,0.0,0.0,0.0
8313,Jason Holder,87.5,7.5,7.5,0.0,0.0,0.0,7.0,0.0,7.5
12089,Priyam Garg,2.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
6507,Jonny Bairstow,67.5,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0
10952,Khaleel Ahmed,30.0,30.0,30.0,30.0,1.0,1.0,0.0,0.0,0.0
14628,Abdul Samad,40.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1448,Cheteshwar Pujara,5.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0
9244,Lukman Hussain Meriwala,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7990,Sam Billings,0.0,20.0,0.0,10.0,10.0,3.0,3.0,0.0,0.0
11893,Vishnu Vinod,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9443,Tim Seifert,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544,Shakib al Hasan,0.0,32.0,0.0,20.0,20.0,28.0,28.0,28.0,28.0
8846,Sheldon Jackson,6.0,2.0,0.0,0.0,0.0,1.5,1.5,1.5,0.0
15861,Vaibhav Arora,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8118,Ben Cutting,7.5,0.0,22.0,22.0,5.0,5.0,8.0,8.0,8.0
10917,Venkatesh Iyer,80.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7625,Adam Milne,32.0,7.5,0.0,7.5,7.0,7.0,7.0,0.0,0.0
14565,Marco Jansen,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6660,Dawid Malan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10226,Shahrukh Khan,90.0,52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12226,Riley Meredith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1437,Moises Henriques,42.0,10.0,10.0,0.0,0.0,10.0,10.0,10.0,10.0
8107,Jalaj Saxena,3.0,2.0,2.0,0.0,0.0,0.0,1.0,9.0,9.0
15480,Nathan Ellis,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9863,Mustafizur Rahim,20.0,10.0,0.0,0.0,22.0,14.0,14.0,0.0,0.0
9863,Mustafizur Rahim,20.0,10.0,0.0,0.0,22.0,14.0,14.0,0.0,0.0
9863,Mustafizur Rahman,20.0,10.0,0.0,0.0,22.0,14.0,14.0,0.0,0.0
9863,Mustafizur Rahman,20.0,10.0,0.0,0.0,22.0,14.0,14.0,0.0,0.0
13494,Chetan Sakariya,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10045,Liam Livingstone,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13537,Kuldip Yadav,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10693,Glenn Phillips,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8709,Sachin Baby,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
10636,Rajat Patidar,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12669,Suyesh Prabhudessai,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12669,Suyesh Prabhudessai,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
