playerId,Player name,Mat,Inn,Balls,Runs,Wkt,BBI,BBM,Eco,AVG,5W,10W
6660.0,Dawid Malan,9,1,4,5,1,5 / 1,5 / 1,0.0,5.0,0,0
10280.0,Jhye Richardson,15,15,810,793,27,26 / 4,26 / 4,5.87,29.37,0,0
10226.0,Shahrukh Khan,0,0,0,0,0,0,0,0,0,0,0
12226.0,Riley Meredith,1,1,30,36,0,36 / 0,36 / 0,7.2,0.0,0,0
1437.0,Moises Henriques,16,12,402,347,8,32 / 3,32 / 3,5.18,43.38,0,0
8107.0,Jalaj Saxena,0,0,0,0,0,0,0,0,0,0,0
15480.0,Nathan Ellis,3,3,138,140,3,36 / 1,36 / 1,6.09,46.67,0,0
9863.0,Mustafizur Rahim,77,76,3732,3168,134,43 / 6,43 / 6,5.09,23.64,5,0
9863.0,Mustafizur Rahim,77,76,3732,3168,134,43 / 6,43 / 6,5.09,23.64,5,0
9863.0,Mustafizur Rahman,77,76,3732,3168,134,43 / 6,43 / 6,5.09,23.64,5,0
9863.0,Mustafizur Rahman,77,76,3732,3168,134,43 / 6,43 / 6,5.09,23.64,5,0
13494.0,Chetan Sakariya,1,1,48,34,2,34 / 2,34 / 2,4.25,17.0,0,0
10045.0,Liam Livingstone,10,6,144,136,6,30 / 2,30 / 2,5.67,22.67,0,0
13537.0,Kuldip Yadav,0,0,0,0,0,0,0,0,0,0,0
10693.0,Glenn Phillips,3,3,54,49,2,9 / 1,9 / 1,5.44,24.5,0,0
8709.0,Sachin Baby,0,0,0,0,0,0,0,0,0,0,0
10636.0,Rajat Patidar,0,0,0,0,0,0,0,0,0,0,0
9441.0,Kyle Jamieson,8,8,412,296,11,45 / 3,45 / 3,4.31,26.91,0,0
12669.0,Suyesh Prabhudessai,0,0,0,0,0,0,0,0,0,0,0
12669.0,Suyesh Prabhudessai,0,0,0,0,0,0,0,0,0,0,0
12669.0,Suyash Prabhudessai,0,0,0,0,0,0,0,0,0,0,0
12669.0,Suyash Prabhudessai,0,0,0,0,0,0,0,0,0,0,0
13169.0,Tim David,0,0,0,0,0,0,0,0,0,0,0
8393.0,Dushmantha Chameera,42,41,1747,1577,44,16 / 5,16 / 5,5.42,35.84,1,0
10926.0,Wanindu Hasaranga,31,30,1423,1209,34,58 / 4,58 / 4,5.1,35.56,0,0
1726.0,Bhuvneshwar Kumar,121,120,5847,4951,141,42 / 5,42 / 5,5.08,35.11,1,0
13866.0,Sai Sudharshan,0,0,0,0,0,0,0,0,0,0,0
13213.0,Rahmanullah Gurbaz,12,0,0,0,0,0,0,0,0,0,0
1649.0,Matthew Wade,97,0,0,0,0,0,0,0,0,0,0
14172.0,Yash Dayal,0,0,0,0,0,0,0,0,0,0,0
1472.0,Pradeep Sangwan,0,0,0,0,0,0,0,0,0,0,0
11220.0,Alzarri Joseph,49,48,2486,2157,78,56 / 5,56 / 5,5.21,27.65,1,0
15452.0,Noor Ahmad,0,0,0,0,0,0,0,0,0,0,0
13750.0,Dominic Drakes,0,0,0,0,0,0,0,0,0,0,0
9838.0,Devon Conway,3,0,0,0,0,0,0,0,0,0,0
18504.0,Maheesh Theekshana,9,9,492,334,10,37 / 4,37 / 4,4.07,33.4,0,0
16458.0,Matheesha Pathirana,0,0,0,0,0,0,0,0,0,0,0
13184.0,Mukesh Choudhary,0,0,0,0,0,0,0,0,0,0,0
12805.0,Prashant Solanki,0,0,0,0,0,0,0,0,0,0,0
8651.0,Dwaine Pretorius,25,25,1108,911,31,5 / 3,5 / 3,4.93,29.39,0,0
11445.0,Rovman Powell,43,15,280,275,3,7 / 1,7 / 1,5.89,91.67,0,0
6250.0,Mitchell Marsh	,66,61,2033,1861,52,33 / 5,33 / 5,5.49,35.79,1,0
12813.0,Abhijeet Tomar,0,0,0,0,0,0,0,0,0,0,0
9624.0,Baba Indrajith,0,0,0,0,0,0,0,0,0,0,0
1057.0,Tim Southee,143,141,7195,6557,190,33 / 7,33 / 7,5.47,34.51,3,0
9500.0,Chamika Karunaratne,18,16,498,460,16,47 / 3,47 / 3,5.54,28.75,0,0
8579.0,Evin Lewis,57,0,0,0,0,0,0,0,0,0,0
8440.0,Kyle Mayers,11,7,246,229,4,50 / 2,50 / 2,5.59,57.25,0,0
18738.0,Karan Sharma,0,0,0,0,0,0,0,0,0,0,0
13907.0,Ayush Badoni,0,0,0,0,0,0,0,0,0,0,0
14504.0,Tilak Varma,0,0,0,0,0,0,0,0,0,0,0
12337.0,Ramandeep Singh,0,0,0,0,0,0,0,0,0,0,0
20538.0,Dewald Brevis,0,0,0,0,0,0,0,0,0,0,0
14190.0,Kumar Kartikeya Singh,0,0,0,0,0,0,0,0,0,0,0
7860.0,Tymal Mills,0,0,0,0,0,0,0,0,0,0,0
14595.0,Hrithik Shokeen,0,0,0,0,0,0,0,0,0,0,0
11054.0,Prerak Mankad,0,0,0,0,0,0,0,0,0,0,0
7869.0,Bhanuka Rajapaksa,5,0,0,0,0,0,0,0,0,0,0
10214.0,Jitesh Sharma,0,0,0,0,0,0,0,0,0,0,0
11215.0,Odean Smith,5,5,145,122,6,26 / 2,26 / 2,5.05,20.33,0,0
22601.0,Raj Bawa	,0,0,0,0,0,0,0,0,0,0,0
8616.0,Rishi Dhawan,3,3,150,160,1,74 / 1,74 / 1,6.4,160.0,0,0
9554.0,Rassie van der Dussen,36,1,6,3,1,3 / 1,3 / 1,3.0,3.0,0,0
14336.0,Kuldeep Sen,0,0,0,0,0,0,0,0,0,0,0
11221.0,Obed McCoy,2,2,84,109,4,38 / 2,38 / 2,7.79,27.25,0,0
12639.0,Tejas Baroka,0,0,0,0,0,0,0,0,0,0,0
10353.0,KC Cariappa,0,0,0,0,0,0,0,0,0,0,0
10713.0,Daryl Mitchell,3,2,30,33,0,8 / 0,8 / 0,6.6,0.0,0,0
11172.0,Finn Allen ,3,0,0,0,0,0,0,0,0,0,0
14726.0,Akash Deep,0,0,0,0,0,0,0,0,0,0,0
6592.0,David Willey,58,57,2577,2398,78,30 / 5,30 / 5,5.58,30.74,1,0
9582.0,Aiden Markram,39,14,426,380,11,18 / 2,18 / 2,5.35,34.55,0,0
19027.0,Umran Malik,0,0,0,0,0,0,0,0,0,0,0
13646.0,Romario Shepherd,16,15,571,489,9,50 / 3,50 / 3,5.14,54.33,0,0
8136.0,Sean Abbott,5,5,204,234,3,25 / 1,25 / 1,6.88,78.0,0,0
