playerId,Player name,2022,2021,2020,2019,2018,2017,2016,2015,2014,auctionStatus,country,role
9647.0,Hardik Pandya,15.0 Cr,11.0 Cr,11.0 Cr,11.0 Cr,11.0 Cr,10.0 L,10.0 L,10.0 L,0,drafted,India,Allrounder
657.0,Kieron Pollard,6.0 Cr,5.40 Cr,5.40 Cr,5.40 Cr,5.40 Cr,7.50 Cr,7.50 Cr,7.50 Cr,7.50 Cr,retained,West Indies,Allrounder
12344.0,Anukul Roy,20.0 L,20.0 L,20.0 L,20.0 L,0,0,0,0,0,sold,India,Allrounder
6315.0,Aditya Tare,20.0 L,20.0 L,20.0 L,20.0 L,25.0 L,25.0 L,1.6 Cr,1.60 Cr,0,unauctioned,India,WK-Batter
8182.0,Jayant Yadav,50.0 L,50.0 L,50.0 L,50.0 L,10.0 L,10.0 L,10.0 L,10.0 L,0,sold,India,Allrounder
7915.0,Suryakumar Yadav,8.0 Cr,3.20 Cr,3.20 Cr,3.20 Cr,3.20 Cr,70.0 L,70.0 L,70.0 L,70.0 L,retained,India,Batter
1601.0,Saurabh Tiwary,50.0 L,50.0 L,0,50.0 L,30.0 L,70.0 L,70.0 L,70.0 L,0,unsold,India,Batter
13748.0,Sherfane Rutherford,0,2.0 Cr,2.0 Cr,2.0 Cr,0,0,0,0,0,sold,West Indies,Allrounder
11311.0,Krunal Pandya,8.25 Cr,8.80 Cr,8.80 Cr,8.80 Cr,8.80 Cr,2.0 Cr,2.0 Cr,0,0,sold,India,Allrounder
1451.0,Dhawal Kulkarni,75.0 L,75.0 L,75.0 L,75.0 L,2.30 Cr,2.30 Cr,1.10 Cr,1.10 Cr,0,unsold,India,Bowler
9311.0,Jasprit Bumrah,12.0 Cr,7.0 Cr,7.0 Cr,7.0 Cr,7.0 Cr,1.20 Cr,1.20 Cr,1.20 Cr,1.20 Cr,retained,India,Bowler
10947.0,Anmolpreet Singh,0,80.0 L,80.0 L,80.0 L,0,0,0,0,0,sold,India,Batter
2250.0,Steven Smith,0,2.20 Cr,12.50 Cr,12.50 Cr,12.50 Cr,4.0 Cr,4.0 Cr,4.0 Cr,4.0 Cr,unsold,Australia,Batter
14696.0,Akash Singh,20.0 L,0,0,0,0,0,0,0,0,unsold,India,Bowler
11540.0,Jofra Archer,7.20 Cr,7.20 Cr,7.20 Cr,7.20 Cr,0,0,0,0,0,sold,England,Bowler
13940.0,Yashasvi Jaiswal,4.0 Cr,2.40 Cr,2.40 Cr,0,0,0,0,0,0,retained,India,Batter
13136.0,Kartik Tyagi,4.0 Cr,1.30 Cr,1.30 Cr,0,0,0,0,0,0,sold,India,Bowler
12627.0,Mayank Markande,2.0 Cr,2.0 Cr,20.0 L,20.0 L,0,0,0,0,0,sold,India,Bowler
12305.0,Riyan Parag,3.80 Cr,20.0 L,20.0 L,20.0 L,0,0,0,0,0,sold,India,Allrounder
8271.0,Sanju Samson,14.0 Cr,8.0 Cr,8.0 Cr,8.0 Cr,8.0 Cr,4.20 Cr,4.20 Cr,4.0 Cr,4.0 Cr,retained,India,WK-Batter
11442.0,Oshane Thomas,0,50.0 L,0,0,0,0,0,0,0,unauctioned,West Indies,Allrounder
6327.0,"
Jaydev Unadkat",3.0 Cr,3.0 Cr,8.40 Cr,11.50 Cr,30.0 L,1.60 Cr,1.10 Cr,2.80 Cr,0,sold,India,Bowler
8358.0,Manan Vohra,20.0 L,20.0 L,20.0 L,1.10 Cr,4.0 Cr,4.0 Cr,4.0 Cr,4.0 Cr,0,sold,India,Batter
527.0,Robin Uthappa,2.0 Cr,3.0 Cr,3.0 Cr,6.40 Cr,6.40 Cr,5.0 Cr,5.0 Cr,5.0 Cr,5.0 Cr,sold,India,Batter
9617.0,Andrew Tye,0,0,0,0,0,0,0,0,0,unsold,Australia,Bowler
9693.0,Rahul Tewatia,9.0 Cr,3.0 Cr,3.0 Cr,3.0 Cr,3.0 Cr,25.0 L,0,10.0 L,10.0 L,sold,India,Allrounder
10919.0,Shashank Singh,0,0,0,0,0,0,0,0,0,sold,India,Batter
8924.0,Ankit Rajpoot,50.0 L,0,0,0,0,0,0,0,0,sold,India,Bowler
6349.0,David Miller,0,75.0 L,75.0 L,3.0 Cr,3.0 Cr,12.50 Cr,12.50 Cr,12.50 Cr,12.50 Cr,sold,South Africa,Batter
10954.0,Mahipal Lomror,20.0 L,20.0 L,20.0 L,20.0 L,0,0,0,0,0,sold,India,Allrounder
9746.0,Shreyas Gopal,75.0 L,20.0 L,20.0 L,20.0 L,20.0 L,10.0 L,10.0 L,10.0 L,10.0 L,sold,India,Bowler
2258.0,Jos Buttler,10.0 Cr,4.40 Cr,4.40 Cr,4.40 Cr,4.40 Cr,3.80 Cr,3.80 Cr,0,0,retained,England,WK-Batter
13135.0,Anuj Rawat,3.40 Cr,80.0 L,80.0 L,0,0,0,0,0,0,sold,India,WK-Batter
6293.0,Varun Aaron,0,0,0,0,0,0,0,0,0,sold,India,Bowler
1413.0,Virat Kohli,15.0 Cr,17.0 Cr,17.0 Cr,17.0 Cr,17.0 Cr,12.50 Cr,12.50 Cr,12.50 Cr,12.50 Cr,retained,India,Batter
7910.0,Yuzvendra Chahal,6.50 Cr,6.0 Cr,6.0 Cr,6.0 Cr,6.0 Cr,10.0 L,10.0 L,10.0 L,10.0 L,sold,India,Bowler
1643.0,Aaron Finch,0,0,0,0,0,0,0,0,0,unsold,Australia,Batter
10808.0,Mohammed Siraj,7.0 Cr,2.60 Cr,2.60 Cr,2.60 Cr,2.60 Cr,2.60 Cr,0,0,0,retained,India,Bowler
8281.0,Pawan Negi,50.0 L,1.0 Cr,1.0 Cr,1.0 Cr,1.0 Cr,8.50 Cr,10.0 L,10.0 L,0,unsold,India,Allrounder
9715.0,Navdeep Saini,3.0 Cr,3.0 Cr,3.0 Cr,3.0 Cr,0,0,0,0,0,sold,India,Bowler
10945.0,Washington Sundar,8.75 Cr,3.20 Cr,3.20 Cr,3.20 Cr,3.20 Cr,0,0,0,0,sold,India,Allrounder
8642.0,Adam Zampa,0,1.50 Cr,1.50 Cr,0,0,30.0 L,30.0 L,0,0,unsold,Australia,Bowler
1858.0,Umesh Yadav,0,1.0 Cr,4.20 Cr,4.20 Cr,4.20 Cr,2.60 Cr,2.60 Cr,2.60 Cr,2.60 Cr,sold,India,Bowler
1920.0,Isuru Udana,0,0,0,0,0,0,0,0,0,unauctioned,Sri Lanka,Allrounder
14606.0,Shahbaz Ahmed,2.40 Cr,20.0 L,20.0 L,0,0,0,0,0,0,sold,India,Allrounder
13172.0,Josh Philippe,20.0 L,20.0 L,0,0,0,0,0,0,0,unauctioned,Australia,WK-Batter
13088.0,Devdutt Padikkal,7.75 Cr,20.0 L,20.0 L,20.0 L,0,0,0,0,0,sold,India,Batter
8298.0,Gurkeerat Singh Mann,0,50.0 L,50.0 L,75.0 L,1.30 Cr,1.30 Cr,1.30 Cr,1.30 Cr,0,sold,India,Allrounder
11195.0,Shivam Dube,4.40 Cr,5.0 Cr,5.0 Cr,0,0,0,0,0,0,sold,India,Allrounder
6692.0,Moeen Ali,8.0 Cr,7.0 Cr,1.70 Cr,1.70 Cr,1.70 Cr,0,0,0,0,retained,England,Allrounder
1739.0,David Warner,6.25 Cr,12.50 Cr,12.50 Cr,12.50 Cr,0,5.50 Cr,5.50 Cr,5.50 Cr,5.50 Cr,sold,Australia,Batter
12086.0,Abhishek Sharma,6.50 Cr,55.0 L,55.0 L,55.0 L,55.0 L,0,0,0,0,sold,India,Allrounder
9785.0,Fabian Allen,50.0 L,50.0 L,0,0,0,0,0,0,0,sold,West Indies,Allrounder
10267.0,Basil Thampi,30.0 L,95.0 L,95.0 L,95.0 L,95.0 L,85.0 L,0,0,0,sold,India,Bowler
1807.0,Shreevats Goswami,1.0 Cr,1.0 Cr,1.0 Cr,1.0 Cr,1.0 Cr,0,0,0,0,unauctioned,India,WK-Batter
1828.0,Siddarth Kaul,3.80 Cr,3.80 Cr,3.80 Cr,3.80 Cr,10.0 L,10.0 L,10.0 L,45.0 L,0,sold,India,Bowler
7906.0,Shahbaz Nadeem,3.20 Cr,3.20 Cr,3.20 Cr,3.20 Cr,85.0 L,85.0 L,85.0 L,85.0 L,0,sold,India,Bowler
1836.0,Manish Pandey,4.60 Cr,11.0 Cr,11.0 Cr,11.0 Cr,11.0 Cr,1.70 Cr,1.70 Cr,1.70 Cr,1.70 Cr,sold,India,Batter
10738.0,Rashid Khan,15.0 Cr,9.0 Cr,9.0 Cr,9.0 Cr,9.0 Cr,4.0 Cr,0,0,0,drafted,Afghanistan,Bowler
11631.0,Sanjay Yadav,0,0,0,0,0,0,0,0,0,sold,India,Allrounder
9572.0,Billy Stanlake,0,0,0,0,0,0,0,0,0,unauctioned,Australia,Bowler
6326.0,Kane Williamson,14.0 Cr,3.0 Cr,3.0 Cr,3.0 Cr,3.0 Cr,60.0 L,60.0 L,60.0 L,0,retained,New Zealand,Batter
10213.0,Virat Singh,1.90 Cr,1.90 Cr,0,0,0,0,0,0,0,unsold,India,Batter
8204.0,Vijay Shankar,3.20 Cr,3.20 Cr,3.20 Cr,3.20 Cr,35.0 L,35.0 L,0,10.0 L,0,sold,India,Allrounder
8356.0,Sandeep Sharma,3.0 Cr,3.0 Cr,3.0 Cr,3.0 Cr,85.0 L,85.0 L,85.0 L,85.0 L,0,sold,India,Bowler
1465.0,Wriddhiman Saha,0,1.20 Cr,1.20 Cr,1.20 Cr,5.0 Cr,2.20 Cr,2.20 Cr,2.20 Cr,2.20 Cr,sold,India,WK-Batter
13113.0,Prithvi Raj,0,0,0,0,0,0,0,0,0,unauctioned,India,Bowler
10225.0,T Natarajan,4.0 Cr,40.0 L,40.0 L,40.0 L,40.0 L,3.0 Cr,0,0,0,sold,India,Bowler
3007.0,Mohammad Nabi,0,1.0 Cr,1.0 Cr,1.0 Cr,1.0 Cr,30.0 L,0,0,0,sold,Afghanistan,Allrounder
8313.0,Jason Holder,8.75 Cr,75.0 L,75.0 L,0,0,0,70.0 L,0,75.0 L,sold,West Indies,Allrounder
12089.0,Priyam Garg,20.0 L,1.90 Cr,1.90 Cr,0,0,0,0,0,0,sold,India,Batter
6507.0,Jonny Bairstow,6.75 Cr,2.20 Cr,2.20 Cr,2.20 Cr,0,0,0,0,0,sold,England,WK-Batter
10952.0,Khaleel Ahmed,3.0 Cr,3.0 Cr,3.0 Cr,3.0 Cr,10.0 L,10.0 L,0,0,0,sold,India,Bowler
14628.0,Abdul Samad,4.0 Cr,20.0 L,20.0 L,0,0,0,0,0,0,retained,India,Allrounder
1448.0,Cheteshwar Pujara,50.0 L,0,0,0,0,0,0,1.90 Cr,0,unsold,India,Batter
9244.0,Lukman Hussain Meriwala,20.0 L,0,0,0,0,0,0,0,0,unauctioned,India,Bowler
7990.0,Sam Billings,0,2.0 Cr,0,1.0 Cr,1.0 Cr,30.0 L,30.0 L,0,0,sold,England,WK-Batter
11893.0,Vishnu Vinod,0,20.0 L,0,0,0,0,0,0,0,sold,India,WK-Batter
9443.0,Tim Seifert,50.0 L,50.0 L,0,0,0,0,0,0,0,sold,New Zealand,WK-Batter
544.0,Shakib al Hasan,0,3.20 Cr,0,2.0 Cr,2.0 Cr,2.80 Cr,2.80 Cr,2.80 Cr,2.80 Cr,unsold,Bangladesh,Allrounder
8846.0,Sheldon Jackson,60.0 L,20.0 L,0,0,0,15.0 L,15.0 L,15.0 L,0,sold,India,WK-Batter
15861.0,Vaibhav Arora,20.0 L,0,0,0,0,0,0,0,0,sold,India,Bowler
8118.0,Ben Cutting,75.0 L,0,2.20 Cr,2.20 Cr,50.0 L,50.0 L,80.0 L,80.0 L,0,unsold,Australia,Allrounder
10917.0,Venkatesh Iyer,8.0 Cr,20.0 L,0,0,0,0,0,0,0,retained,India,Allrounder
7625.0,Adam Milne,3.20 Cr,75.0 L,0,75.0 L,70.0 L,70.0 L,70.0 L,0,0,sold,New Zealand,Bowler
14565.0,Marco Jansen,20.0 L,20.0 L,0,0,0,0,0,0,0,sold,South Africa,Allrounder
6660.0,Dawid Malan,0,0,0,0,0,0,0,0,0,unsold,England,Batter
10226.0,Shahrukh Khan,9.0 Cr,5.25 Cr,0,0,0,0,0,0,0,sold,India,Batter
12226.0,Riley Meredith,0,0,0,0,0,0,0,0,0,sold,Australia,Bowler
1437.0,Moises Henriques,4.20 Cr,1.0 Cr,1.0 Cr,0,0,1.0 Cr,1.0 Cr,1.0 Cr,0,unsold,Australia,Allrounder
8107.0,Jalaj Saxena,30.0 L,20.0 L,20.0 L,0,0,0,10.0 L,90.0 L,0,unauctioned,India,Allrounder
15480.0,Nathan Ellis,20.0 L,0,0,0,0,0,0,0,0,sold,Australia,Bowler
9863.0,Mustafizur Rahim,2.0 Cr,1.0 Cr,0,0,2.20 Cr,1.40 Cr,1.40 Cr,0,0,sold,Bangladesh,Bowler
9863.0,Mustafizur Rahim,2.0 Cr,1.0 Cr,0,0,2.20 Cr,1.40 Cr,1.40 Cr,0,0,sold,Bangladesh,Bowler
9863.0,Mustafizur Rahman,2.0 Cr,1.0 Cr,0,0,2.20 Cr,1.40 Cr,1.40 Cr,0,0,sold,Bangladesh,Bowler
9863.0,Mustafizur Rahman,2.0 Cr,1.0 Cr,0,0,2.20 Cr,1.40 Cr,1.40 Cr,0,0,sold,Bangladesh,Bowler
13494.0,Chetan Sakariya,1.20 Cr,0,0,0,0,0,0,0,0,sold,India,Bowler
10045.0,Liam Livingstone,75.0 L,0,0,0,0,0,0,0,0,sold,England,Allrounder
13537.0,Kuldip Yadav,20.0 L,0,0,0,0,0,0,0,0,sold,India,Bowler
10693.0,Glenn Phillips,0,0,0,0,0,0,0,0,0,sold,New Zealand,WK-Batter
